attack_id,attacktype1,attacktype1_txt,targtype1,targtype1_txt,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt
1590,2,Armed Assault,22,Violent Political Party,5,Firearms,6.0,Other Gun Type
1591,1,Assassination,7,Government (Diplomatic),6,Explosives,13.0,Suicide (carried bodily by human being)
1592,3,Bombing/Explosion,16,Telecommunication,6,Explosives,10.0,Pressure Trigger
1593,1,Assassination,12,NGO,9,Melee,23.0,Knife or Other Sharp Object
1594,4,Hijacking,1,Business,6,Explosives,15.0,Vehicle
1595,3,Bombing/Explosion,1,Business,7,Fake Weapons,,Unknown
1596,2,Armed Assault,16,Telecommunication,13,Unknown,,Unknown
1597,9,Unknown,1,Business,5,Firearms,5.0,Unknown Gun Type
1598,5,Hostage Taking (Barricade Incident),15,Religious Figures/Institutions,6,Explosives,13.0,Suicide (carried bodily by human being)
1599,5,Hostage Taking (Barricade Incident),15,Religious Figures/Institutions,6,Explosives,15.0,Vehicle
1600,1,Assassination,17,Terrorists/Non-State Militia,5,Firearms,6.0,Other Gun Type
1601,6,Hostage Taking (Kidnapping),8,Educational Institution,8,Incendiary,18.0,Arson/Fire
1602,3,Bombing/Explosion,8,Educational Institution,5,Firearms,5.0,Unknown Gun Type
1603,2,Armed Assault,7,Government (Diplomatic),5,Firearms,6.0,Other Gun Type
1604,3,Bombing/Explosion,21,Utilities,6,Explosives,29.0,Sticky Bomb
1605,3,Bombing/Explosion,10,Journalists & Media,6,Explosives,29.0,Sticky Bomb
1606,2,Armed Assault,1,Business,9,Melee,22.0,"Hands, Feet, Fists"
1607,2,Armed Assault,8,Educational Institution,6,Explosives,16.0,Unknown Explosive Type
1608,1,Assassination,17,Terrorists/Non-State Militia,6,Explosives,14.0,Time Fuse
1609,2,Armed Assault,6,Airports & Aircraft,13,Unknown,,Unknown
1610,2,Armed Assault,2,Government (General),6,Explosives,13.0,Suicide (carried bodily by human being)
1611,5,Hostage Taking (Barricade Incident),10,Journalists & Media,6,Explosives,13.0,Suicide (carried bodily by human being)
1612,4,Hijacking,11,Maritime,6,Explosives,13.0,Suicide (carried bodily by human being)
1613,7,Facility/Infrastructure Attack,16,Telecommunication,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
1614,5,Hostage Taking (Barricade Incident),19,Transportation,11,Sabotage Equipment,,Unknown
1615,5,Hostage Taking (Barricade Incident),2,Government (General),6,Explosives,13.0,Suicide (carried bodily by human being)
1616,6,Hostage Taking (Kidnapping),3,Police,9,Melee,26.0,Suffocation
1617,1,Assassination,6,Airports & Aircraft,6,Explosives,17.0,Other Explosive Type
1618,7,Facility/Infrastructure Attack,14,Private Citizens & Property,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,Unknown
1619,3,Bombing/Explosion,4,Military,5,Firearms,6.0,Other Gun Type
1620,6,Hostage Taking (Kidnapping),1,Business,6,Explosives,17.0,Other Explosive Type
1621,8,Unarmed Assault,8,Educational Institution,1,Biological,,Unknown
1622,7,Facility/Infrastructure Attack,7,Government (Diplomatic),5,Firearms,3.0,Handgun
1623,3,Bombing/Explosion,2,Government (General),9,Melee,22.0,"Hands, Feet, Fists"
1624,7,Facility/Infrastructure Attack,7,Government (Diplomatic),11,Sabotage Equipment,,Unknown
1625,2,Armed Assault,14,Private Citizens & Property,11,Sabotage Equipment,,Unknown
1626,8,Unarmed Assault,8,Educational Institution,9,Melee,24.0,Rope or Other Strangling Device
1627,1,Assassination,2,Government (General),5,Firearms,6.0,Other Gun Type
1628,2,Armed Assault,2,Government (General),9,Melee,22.0,"Hands, Feet, Fists"
1629,9,Unknown,7,Government (Diplomatic),9,Melee,23.0,Knife or Other Sharp Object
1630,7,Facility/Infrastructure Attack,3,Police,11,Sabotage Equipment,,Unknown
1631,2,Armed Assault,4,Military,6,Explosives,5.0,Unknown Gun Type
1632,4,Hijacking,1,Business,8,Incendiary,18.0,Arson/Fire
1633,4,Hijacking,19,Transportation,6,Explosives,15.0,Vehicle
1634,7,Facility/Infrastructure Attack,8,Educational Institution,5,Firearms,6.0,Other Gun Type
1635,2,Armed Assault,21,Utilities,6,Explosives,17.0,Other Explosive Type
1636,8,Unarmed Assault,17,Terrorists/Non-State Militia,9,Melee,24.0,Rope or Other Strangling Device
1637,3,Bombing/Explosion,9,Food or Water Supply,6,Explosives,15.0,Vehicle
1638,6,Hostage Taking (Kidnapping),3,Police,9,Melee,24.0,Rope or Other Strangling Device
1639,2,Armed Assault,14,Private Citizens & Property,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,Unknown
1640,4,Hijacking,9,Food or Water Supply,13,Unknown,,Unknown
1641,2,Armed Assault,6,Airports & Aircraft,5,Firearms,6.0,Other Gun Type
1642,7,Facility/Infrastructure Attack,10,Journalists & Media,11,Sabotage Equipment,,Unknown
1643,3,Bombing/Explosion,22,Violent Political Party,6,Explosives,12.0,Remote Trigger
1644,5,Hostage Taking (Barricade Incident),1,Business,6,Explosives,15.0,Vehicle
1645,7,Facility/Infrastructure Attack,8,Educational Institution,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,Unknown
1646,4,Hijacking,19,Transportation,6,Explosives,13.0,Suicide (carried bodily by human being)
1647,2,Armed Assault,14,Private Citizens & Property,9,Melee,,Unknown
1648,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,9,Melee,,Unknown
1649,6,Hostage Taking (Kidnapping),21,Utilities,8,Incendiary,18.0,Arson/Fire
1650,3,Bombing/Explosion,16,Telecommunication,8,Incendiary,18.0,Arson/Fire
1651,2,Armed Assault,1,Business,6,Explosives,17.0,Other Explosive Type
1652,6,Hostage Taking (Kidnapping),3,Police,6,Explosives,7.0,Grenade
1653,5,Hostage Taking (Barricade Incident),3,Police,6,Explosives,15.0,Vehicle
1654,6,Hostage Taking (Kidnapping),6,Airports & Aircraft,6,Explosives,16.0,Unknown Explosive Type
1655,6,Hostage Taking (Kidnapping),18,Tourists,6,Explosives,17.0,Other Explosive Type
1656,3,Bombing/Explosion,17,Terrorists/Non-State Militia,6,Explosives,14.0,Time Fuse
1657,5,Hostage Taking (Barricade Incident),8,Educational Institution,8,Incendiary,18.0,Arson/Fire
1658,7,Facility/Infrastructure Attack,22,Violent Political Party,8,Incendiary,20.0,Gasoline or Alcohol
1659,7,Facility/Infrastructure Attack,9,Food or Water Supply,5,Firearms,5.0,Unknown Gun Type
1660,7,Facility/Infrastructure Attack,8,Educational Institution,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
1661,5,Hostage Taking (Barricade Incident),8,Educational Institution,6,Explosives,16.0,Unknown Explosive Type
1662,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,9,Melee,27.0,Unknown Weapon Type
1663,1,Assassination,15,Religious Figures/Institutions,6,Explosives,12.0,Remote Trigger
1664,6,Hostage Taking (Kidnapping),1,Business,9,Melee,21.0,Blunt Object
1665,2,Armed Assault,19,Transportation,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1666,6,Hostage Taking (Kidnapping),10,Journalists & Media,9,Melee,22.0,"Hands, Feet, Fists"
1667,8,Unarmed Assault,19,Transportation,12,Other,,Unknown
1668,2,Armed Assault,10,Journalists & Media,6,Explosives,7.0,Grenade
1669,5,Hostage Taking (Barricade Incident),3,Police,8,Incendiary,18.0,Arson/Fire
1670,6,Hostage Taking (Kidnapping),22,Violent Political Party,9,Melee,22.0,"Hands, Feet, Fists"
1671,2,Armed Assault,8,Educational Institution,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1672,3,Bombing/Explosion,13,Other,6,Explosives,8.0,Landmine
1673,8,Unarmed Assault,2,Government (General),8,Incendiary,18.0,Arson/Fire
1674,6,Hostage Taking (Kidnapping),22,Violent Political Party,9,Melee,27.0,Unknown Weapon Type
1675,5,Hostage Taking (Barricade Incident),1,Business,6,Explosives,13.0,Suicide (carried bodily by human being)
1676,2,Armed Assault,10,Journalists & Media,6,Explosives,16.0,Unknown Explosive Type
1677,6,Hostage Taking (Kidnapping),7,Government (Diplomatic),8,Incendiary,18.0,Arson/Fire
1678,5,Hostage Taking (Barricade Incident),17,Terrorists/Non-State Militia,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1679,5,Hostage Taking (Barricade Incident),3,Police,6,Explosives,13.0,Suicide (carried bodily by human being)
1680,6,Hostage Taking (Kidnapping),2,Government (General),9,Melee,27.0,Unknown Weapon Type
1681,5,Hostage Taking (Barricade Incident),2,Government (General),5,Firearms,5.0,Unknown Gun Type
1682,3,Bombing/Explosion,9,Food or Water Supply,6,Explosives,12.0,Remote Trigger
1683,2,Armed Assault,22,Violent Political Party,6,Explosives,16.0,Unknown Explosive Type
1684,8,Unarmed Assault,10,Journalists & Media,8,Incendiary,20.0,Gasoline or Alcohol
1685,3,Bombing/Explosion,8,Educational Institution,2,Chemical,30.0,Explosive
1686,3,Bombing/Explosion,9,Food or Water Supply,6,Explosives,14.0,Time Fuse
1687,7,Facility/Infrastructure Attack,16,Telecommunication,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1688,5,Hostage Taking (Barricade Incident),17,Terrorists/Non-State Militia,5,Firearms,5.0,Unknown Gun Type
1689,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,Unknown
1690,8,Unarmed Assault,10,Journalists & Media,9,Melee,27.0,Unknown Weapon Type
1691,7,Facility/Infrastructure Attack,13,Other,8,Incendiary,18.0,Arson/Fire
1692,2,Armed Assault,8,Educational Institution,6,Explosives,17.0,Other Explosive Type
1693,2,Armed Assault,15,Religious Figures/Institutions,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1694,8,Unarmed Assault,1,Business,8,Incendiary,18.0,Arson/Fire
1695,2,Armed Assault,10,Journalists & Media,8,Incendiary,20.0,Gasoline or Alcohol
1696,8,Unarmed Assault,1,Business,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1697,4,Hijacking,3,Police,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1698,1,Assassination,10,Journalists & Media,11,Sabotage Equipment,,Unknown
1699,2,Armed Assault,17,Terrorists/Non-State Militia,6,Explosives,7.0,Grenade
1700,7,Facility/Infrastructure Attack,20,Unknown,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1701,2,Armed Assault,8,Educational Institution,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1702,3,Bombing/Explosion,13,Other,6,Explosives,7.0,Grenade
1703,5,Hostage Taking (Barricade Incident),1,Business,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1704,2,Armed Assault,22,Violent Political Party,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1705,3,Bombing/Explosion,12,NGO,6,Explosives,28.0,Dynamite/TNT
1706,2,Armed Assault,20,Unknown,6,Explosives,17.0,Other Explosive Type
1707,2,Armed Assault,20,Unknown,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1708,7,Facility/Infrastructure Attack,10,Journalists & Media,12,Other,,Unknown
1709,2,Armed Assault,1,Business,6,Explosives,16.0,Unknown Explosive Type
1710,6,Hostage Taking (Kidnapping),21,Utilities,6,Explosives,7.0,Grenade
1711,2,Armed Assault,21,Utilities,6,Explosives,7.0,Grenade
1712,7,Facility/Infrastructure Attack,17,Terrorists/Non-State Militia,13,Unknown,,Unknown
1713,1,Assassination,22,Violent Political Party,6,Explosives,12.0,Remote Trigger
1714,7,Facility/Infrastructure Attack,21,Utilities,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
1715,1,Assassination,10,Journalists & Media,6,Explosives,31.0,Pipe Bomb
1716,4,Hijacking,20,Unknown,6,Explosives,31.0,Pipe Bomb
1717,7,Facility/Infrastructure Attack,2,Government (General),5,Firearms,6.0,Other Gun Type
1718,7,Facility/Infrastructure Attack,22,Violent Political Party,5,Firearms,5.0,Unknown Gun Type
1719,6,Hostage Taking (Kidnapping),17,Terrorists/Non-State Militia,9,Melee,21.0,Blunt Object
1720,2,Armed Assault,3,Police,6,Explosives,31.0,Pipe Bomb
1721,5,Hostage Taking (Barricade Incident),14,Private Citizens & Property,9,Melee,27.0,Unknown Weapon Type
1722,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,9,Melee,23.0,Knife or Other Sharp Object
1723,1,Assassination,17,Terrorists/Non-State Militia,6,Explosives,8.0,Landmine
1724,5,Hostage Taking (Barricade Incident),3,Police,9,Melee,23.0,Knife or Other Sharp Object
1725,6,Hostage Taking (Kidnapping),8,Educational Institution,9,Melee,24.0,Rope or Other Strangling Device
1726,6,Hostage Taking (Kidnapping),16,Telecommunication,5,Firearms,5.0,Unknown Gun Type
1727,4,Hijacking,13,Other,13,Unknown,,Unknown
1728,1,Assassination,20,Unknown,6,Explosives,16.0,Unknown Explosive Type
1729,3,Bombing/Explosion,13,Other,6,Explosives,14.0,Time Fuse
1730,8,Unarmed Assault,8,Educational Institution,8,Incendiary,18.0,Arson/Fire
1731,1,Assassination,22,Violent Political Party,9,Melee,27.0,Unknown Weapon Type
1732,6,Hostage Taking (Kidnapping),3,Police,9,Melee,27.0,Unknown Weapon Type
1733,6,Hostage Taking (Kidnapping),3,Police,2,Chemical,1.0,Poisoning
1734,6,Hostage Taking (Kidnapping),6,Airports & Aircraft,5,Firearms,5.0,Unknown Gun Type
1735,8,Unarmed Assault,15,Religious Figures/Institutions,12,Other,,Unknown
1736,1,Assassination,10,Journalists & Media,9,Melee,27.0,Unknown Weapon Type
1737,2,Armed Assault,15,Religious Figures/Institutions,8,Incendiary,20.0,Gasoline or Alcohol
1738,1,Assassination,7,Government (Diplomatic),6,Explosives,12.0,Remote Trigger
1739,1,Assassination,10,Journalists & Media,6,Explosives,29.0,Sticky Bomb
1740,5,Hostage Taking (Barricade Incident),15,Religious Figures/Institutions,6,Explosives,16.0,Unknown Explosive Type
1741,2,Armed Assault,9,Food or Water Supply,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1742,4,Hijacking,3,Police,5,Firearms,5.0,Unknown Gun Type
1743,5,Hostage Taking (Barricade Incident),4,Military,6,Explosives,15.0,Vehicle
1744,5,Hostage Taking (Barricade Incident),10,Journalists & Media,8,Incendiary,20.0,Gasoline or Alcohol
1745,8,Unarmed Assault,15,Religious Figures/Institutions,9,Melee,24.0,Rope or Other Strangling Device
1746,1,Assassination,10,Journalists & Media,9,Melee,21.0,Blunt Object
1747,7,Facility/Infrastructure Attack,2,Government (General),9,Melee,27.0,Unknown Weapon Type
1748,2,Armed Assault,19,Transportation,5,Firearms,6.0,Other Gun Type
1749,2,Armed Assault,10,Journalists & Media,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1750,2,Armed Assault,3,Police,6,Explosives,28.0,Dynamite/TNT
1751,2,Armed Assault,18,Tourists,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1752,6,Hostage Taking (Kidnapping),2,Government (General),6,Explosives,7.0,Grenade
1753,4,Hijacking,3,Police,13,Unknown,,Unknown
1754,6,Hostage Taking (Kidnapping),10,Journalists & Media,9,Melee,27.0,Unknown Weapon Type
1755,1,Assassination,22,Violent Political Party,6,Explosives,17.0,Other Explosive Type
1756,6,Hostage Taking (Kidnapping),7,Government (Diplomatic),9,Melee,23.0,Knife or Other Sharp Object
1757,5,Hostage Taking (Barricade Incident),2,Government (General),6,Explosives,15.0,Vehicle
1758,8,Unarmed Assault,2,Government (General),9,Melee,27.0,Unknown Weapon Type
1759,1,Assassination,14,Private Citizens & Property,9,Melee,27.0,Unknown Weapon Type
1760,5,Hostage Taking (Barricade Incident),10,Journalists & Media,6,Explosives,15.0,Vehicle
1761,6,Hostage Taking (Kidnapping),10,Journalists & Media,11,Sabotage Equipment,,Unknown
1762,1,Assassination,4,Military,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1763,8,Unarmed Assault,14,Private Citizens & Property,8,Incendiary,18.0,Arson/Fire
1764,5,Hostage Taking (Barricade Incident),3,Police,6,Explosives,7.0,Grenade
1765,1,Assassination,10,Journalists & Media,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1766,7,Facility/Infrastructure Attack,13,Other,5,Firearms,5.0,Unknown Gun Type
1767,6,Hostage Taking (Kidnapping),10,Journalists & Media,8,Incendiary,18.0,Arson/Fire
1768,4,Hijacking,10,Journalists & Media,5,Firearms,5.0,Unknown Gun Type
1769,2,Armed Assault,12,NGO,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1770,6,Hostage Taking (Kidnapping),10,Journalists & Media,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1771,6,Hostage Taking (Kidnapping),17,Terrorists/Non-State Militia,6,Explosives,7.0,Grenade
1772,2,Armed Assault,10,Journalists & Media,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1773,6,Hostage Taking (Kidnapping),1,Business,8,Incendiary,20.0,Gasoline or Alcohol
1774,6,Hostage Taking (Kidnapping),3,Police,6,Explosives,15.0,Vehicle
1775,5,Hostage Taking (Barricade Incident),8,Educational Institution,6,Explosives,28.0,Dynamite/TNT
1776,1,Assassination,6,Airports & Aircraft,6,Explosives,28.0,Dynamite/TNT
1777,6,Hostage Taking (Kidnapping),12,NGO,6,Explosives,15.0,Vehicle
1778,6,Hostage Taking (Kidnapping),18,Tourists,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
1779,1,Assassination,10,Journalists & Media,6,Explosives,7.0,Grenade
1780,4,Hijacking,4,Military,6,Explosives,15.0,Vehicle
1781,6,Hostage Taking (Kidnapping),7,Government (Diplomatic),6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1782,4,Hijacking,10,Journalists & Media,13,Unknown,,Unknown
1783,2,Armed Assault,22,Violent Political Party,6,Explosives,17.0,Other Explosive Type
1784,6,Hostage Taking (Kidnapping),1,Business,6,Explosives,7.0,Grenade
1785,6,Hostage Taking (Kidnapping),12,NGO,8,Incendiary,18.0,Arson/Fire
1786,2,Armed Assault,6,Airports & Aircraft,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1787,6,Hostage Taking (Kidnapping),15,Religious Figures/Institutions,6,Explosives,7.0,Grenade
1788,5,Hostage Taking (Barricade Incident),14,Private Citizens & Property,9,Melee,21.0,Blunt Object
1789,3,Bombing/Explosion,12,NGO,6,Explosives,29.0,Sticky Bomb
1790,6,Hostage Taking (Kidnapping),17,Terrorists/Non-State Militia,9,Melee,27.0,Unknown Weapon Type
1791,6,Hostage Taking (Kidnapping),10,Journalists & Media,9,Melee,21.0,Blunt Object
1792,6,Hostage Taking (Kidnapping),1,Business,6,Explosives,13.0,Suicide (carried bodily by human being)
1793,7,Facility/Infrastructure Attack,16,Telecommunication,9,Melee,27.0,Unknown Weapon Type
1794,4,Hijacking,3,Police,6,Explosives,15.0,Vehicle
1795,6,Hostage Taking (Kidnapping),4,Military,6,Explosives,16.0,Unknown Explosive Type
1796,4,Hijacking,1,Business,9,Melee,24.0,Rope or Other Strangling Device
1797,1,Assassination,2,Government (General),8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1798,4,Hijacking,17,Terrorists/Non-State Militia,6,Explosives,16.0,Unknown Explosive Type
1799,2,Armed Assault,21,Utilities,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1800,5,Hostage Taking (Barricade Incident),16,Telecommunication,8,Incendiary,18.0,Arson/Fire
1801,4,Hijacking,1,Business,6,Explosives,16.0,Unknown Explosive Type
1802,6,Hostage Taking (Kidnapping),17,Terrorists/Non-State Militia,6,Explosives,16.0,Unknown Explosive Type
1803,1,Assassination,10,Journalists & Media,6,Explosives,8.0,Landmine
1804,8,Unarmed Assault,3,Police,9,Melee,23.0,Knife or Other Sharp Object
1805,3,Bombing/Explosion,1,Business,2,Chemical,30.0,Explosive
1806,5,Hostage Taking (Barricade Incident),2,Government (General),9,Melee,27.0,Unknown Weapon Type
1807,3,Bombing/Explosion,14,Private Citizens & Property,2,Chemical,30.0,Explosive
1808,7,Facility/Infrastructure Attack,10,Journalists & Media,9,Melee,23.0,Knife or Other Sharp Object
1809,6,Hostage Taking (Kidnapping),1,Business,7,Fake Weapons,,Unknown
1810,3,Bombing/Explosion,11,Maritime,6,Explosives,7.0,Grenade
1811,6,Hostage Taking (Kidnapping),8,Educational Institution,8,Incendiary,20.0,Gasoline or Alcohol
1812,8,Unarmed Assault,14,Private Citizens & Property,9,Melee,,Unknown
1813,6,Hostage Taking (Kidnapping),22,Violent Political Party,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1814,2,Armed Assault,22,Violent Political Party,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1815,4,Hijacking,12,NGO,5,Firearms,5.0,Unknown Gun Type
1816,6,Hostage Taking (Kidnapping),12,NGO,6,Explosives,13.0,Suicide (carried bodily by human being)
1817,6,Hostage Taking (Kidnapping),8,Educational Institution,6,Explosives,8.0,Landmine
1818,5,Hostage Taking (Barricade Incident),22,Violent Political Party,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
1819,1,Assassination,22,Violent Political Party,9,Melee,21.0,Blunt Object
1820,3,Bombing/Explosion,9,Food or Water Supply,6,Explosives,13.0,Suicide (carried bodily by human being)
1821,7,Facility/Infrastructure Attack,11,Maritime,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1822,8,Unarmed Assault,15,Religious Figures/Institutions,8,Incendiary,18.0,Arson/Fire
1823,5,Hostage Taking (Barricade Incident),14,Private Citizens & Property,8,Incendiary,18.0,Arson/Fire
1824,5,Hostage Taking (Barricade Incident),4,Military,6,Explosives,13.0,Suicide (carried bodily by human being)
1825,1,Assassination,22,Violent Political Party,6,Explosives,14.0,Time Fuse
1826,5,Hostage Taking (Barricade Incident),14,Private Citizens & Property,6,Explosives,8.0,Landmine
1827,2,Armed Assault,11,Maritime,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
1828,5,Hostage Taking (Barricade Incident),18,Tourists,6,Explosives,7.0,Grenade
1829,5,Hostage Taking (Barricade Incident),8,Educational Institution,6,Explosives,7.0,Grenade
1830,2,Armed Assault,13,Other,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1831,5,Hostage Taking (Barricade Incident),4,Military,9,Melee,23.0,Knife or Other Sharp Object
1832,6,Hostage Taking (Kidnapping),3,Police,6,Explosives,8.0,Landmine
1833,6,Hostage Taking (Kidnapping),4,Military,6,Explosives,13.0,Suicide (carried bodily by human being)
1834,6,Hostage Taking (Kidnapping),2,Government (General),6,Explosives,15.0,Vehicle
1835,4,Hijacking,13,Other,5,Firearms,5.0,Unknown Gun Type
1836,1,Assassination,22,Violent Political Party,6,Explosives,29.0,Sticky Bomb
1837,2,Armed Assault,19,Transportation,6,Explosives,17.0,Other Explosive Type
1838,1,Assassination,3,Police,8,Incendiary,18.0,Arson/Fire
1839,5,Hostage Taking (Barricade Incident),1,Business,8,Incendiary,20.0,Gasoline or Alcohol
1840,1,Assassination,10,Journalists & Media,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,Unknown
1841,6,Hostage Taking (Kidnapping),3,Police,9,Melee,22.0,"Hands, Feet, Fists"
1842,6,Hostage Taking (Kidnapping),18,Tourists,9,Melee,23.0,Knife or Other Sharp Object
1843,1,Assassination,14,Private Citizens & Property,6,Explosives,14.0,Time Fuse
1844,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,6,Explosives,17.0,Other Explosive Type
1845,5,Hostage Taking (Barricade Incident),19,Transportation,6,Explosives,15.0,Vehicle
1846,4,Hijacking,12,NGO,13,Unknown,,Unknown
1847,5,Hostage Taking (Barricade Incident),4,Military,6,Explosives,7.0,Grenade
1848,5,Hostage Taking (Barricade Incident),7,Government (Diplomatic),6,Explosives,13.0,Suicide (carried bodily by human being)
1849,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,6,Explosives,8.0,Landmine
1850,4,Hijacking,4,Military,6,Explosives,16.0,Unknown Explosive Type
1851,6,Hostage Taking (Kidnapping),19,Transportation,9,Melee,23.0,Knife or Other Sharp Object
1852,1,Assassination,10,Journalists & Media,6,Explosives,17.0,Other Explosive Type
1853,2,Armed Assault,20,Unknown,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1854,6,Hostage Taking (Kidnapping),4,Military,8,Incendiary,18.0,Arson/Fire
1855,1,Assassination,22,Violent Political Party,6,Explosives,8.0,Landmine
1856,5,Hostage Taking (Barricade Incident),5,Abortion Related,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
1857,6,Hostage Taking (Kidnapping),2,Government (General),9,Melee,,Unknown
1858,8,Unarmed Assault,3,Police,8,Incendiary,18.0,Arson/Fire
1859,2,Armed Assault,15,Religious Figures/Institutions,6,Explosives,17.0,Other Explosive Type
1860,8,Unarmed Assault,4,Military,9,Melee,22.0,"Hands, Feet, Fists"
1861,7,Facility/Infrastructure Attack,19,Transportation,5,Firearms,3.0,Handgun
1862,2,Armed Assault,4,Military,6,Explosives,31.0,Pipe Bomb
1863,8,Unarmed Assault,13,Other,9,Melee,21.0,Blunt Object
1864,8,Unarmed Assault,22,Violent Political Party,8,Incendiary,18.0,Arson/Fire
1865,8,Unarmed Assault,22,Violent Political Party,9,Melee,27.0,Unknown Weapon Type
1866,2,Armed Assault,18,Tourists,5,Firearms,6.0,Other Gun Type
1867,5,Hostage Taking (Barricade Incident),14,Private Citizens & Property,9,Melee,23.0,Knife or Other Sharp Object
1868,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,6,Explosives,13.0,Suicide (carried bodily by human being)
1869,7,Facility/Infrastructure Attack,10,Journalists & Media,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
1870,8,Unarmed Assault,16,Telecommunication,8,Incendiary,18.0,Arson/Fire
1871,5,Hostage Taking (Barricade Incident),18,Tourists,5,Firearms,5.0,Unknown Gun Type
1872,6,Hostage Taking (Kidnapping),10,Journalists & Media,12,Other,,Unknown
1873,2,Armed Assault,13,Other,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1874,4,Hijacking,14,Private Citizens & Property,6,Explosives,15.0,Vehicle
1875,6,Hostage Taking (Kidnapping),19,Transportation,8,Incendiary,18.0,Arson/Fire
1876,6,Hostage Taking (Kidnapping),2,Government (General),6,Explosives,28.0,Dynamite/TNT
1877,7,Facility/Infrastructure Attack,3,Police,12,Other,,Unknown
1878,3,Bombing/Explosion,17,Terrorists/Non-State Militia,2,Chemical,30.0,Explosive
1879,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,2,Chemical,,Unknown
1880,3,Bombing/Explosion,11,Maritime,6,Explosives,12.0,Remote Trigger
1881,2,Armed Assault,7,Government (Diplomatic),8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1882,6,Hostage Taking (Kidnapping),11,Maritime,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
1883,2,Armed Assault,20,Unknown,6,Explosives,7.0,Grenade
1884,7,Facility/Infrastructure Attack,22,Violent Political Party,5,Firearms,3.0,Handgun
1885,6,Hostage Taking (Kidnapping),11,Maritime,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1886,6,Hostage Taking (Kidnapping),12,NGO,9,Melee,23.0,Knife or Other Sharp Object
1887,5,Hostage Taking (Barricade Incident),3,Police,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
1888,2,Armed Assault,8,Educational Institution,8,Incendiary,20.0,Gasoline or Alcohol
1889,5,Hostage Taking (Barricade Incident),21,Utilities,6,Explosives,28.0,Dynamite/TNT
